split,repeat,fold,method,macro_f1,balanced_accuracy,train_seconds,predict_seconds,test_rows,params
6,0,6,rbf,0.7438917734436736,0.7494047619047619,10.154232100001536,0.0019521999929565936,84,"{""model__alpha"": 0.001, ""model__n_centers"": 32, ""model__width"": 1}"
6,0,6,svm_linear,0.791259449770088,0.7862012987012987,1.601541999989422,0.0021702000231016427,84,"{""model__C"": 10}"
6,0,6,svm_unscaled,0.7469345492727697,0.7488095238095237,4.941114599991124,0.0051042000122834,84,"{""model__C"": 100, ""model__gamma"": ""scale""}"
7,0,7,centroid,0.40078539777114863,0.4222402597402597,0.0070164999924600124,0.0022661999973934144,84,{}
7,0,7,knn,0.7107481610530391,0.7136904761904762,0.007488500006729737,0.009593700000550598,84,{}
7,0,7,svm,0.833675382588426,0.8326839826839827,3.8868579999834765,0.003397599997697398,84,"{""model__C"": 100, ""model__gamma"": 0.01}"
7,0,7,mlp,0.819149589628313,0.8213744588744589,5.556195400014985,0.002048599999397993,84,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [32, 16], ""model__learning_rate_init"": 0.01}"
7,0,7,rbf,0.7572795421632631,0.7623917748917748,10.045818999991752,0.002225100004579872,84,"{""model__alpha"": 0.001, ""model__n_centers"": 32, ""model__width"": 1}"
7,0,7,svm_linear,0.8177781041911476,0.8213744588744589,1.8697038000100292,0.00201650001690723,84,"{""model__C"": 1}"
7,0,7,svm_unscaled,0.8047535690667911,0.8094696969696971,5.0398747000144795,0.0065790999797172844,84,"{""model__C"": 100, ""model__gamma"": ""scale""}"
8,0,8,centroid,0.4118693785081491,0.43257575757575756,0.005011400004150346,0.002004099980695173,84,{}
8,0,8,knn,0.7090341828713922,0.7136363636363636,0.009806300018681213,0.013531199976569042,84,{}
8,0,8,svm,0.8396464646464648,0.8451839826839826,3.6981446999998298,0.0053081999940332025,84,"{""model__C"": 100, ""model__gamma"": ""scale""}"
8,0,8,mlp,0.8172884515673486,0.8213744588744589,5.36060310000903,0.001667799981078133,84,"{""model__alpha"": 0.01, ""model__hidden_layer_sizes"": [32, 16], ""model__learning_rate_init"": 0.01}"
8,0,8,rbf,0.7391780363216157,0.7499458874458875,8.05297179997433,0.0020266000065021217,84,"{""model__alpha"": 0.001, ""model__n_centers"": 32, ""model__width"": 1}"
8,0,8,svm_linear,0.8306804983634252,0.8332792207792208,1.5986298999923747,0.0019964000093750656,84,"{""model__C"": 1}"
8,0,8,svm_unscaled,0.7461612662998116,0.7613095238095238,5.255715600011172,0.0037038000009488314,84,"{""model__C"": 100, ""model__gamma"": ""scale""}"
9,0,9,centroid,0.48272642390289444,0.4975222146274778,0.004799999995157123,0.0013161000097170472,84,{}
9,0,9,knn,0.6982513054321565,0.7051150603782183,0.004353899974375963,0.010876900021685287,84,{}
9,0,9,svm,0.8234355752648436,0.8262987012987013,3.8027830999926664,0.006237800000235438,84,"{""model__C"": 100, ""model__gamma"": 0.01}"
9,0,9,mlp,0.8597826086956522,0.8598484848484849,5.095870500023011,0.001859900017734617,84,"{""model__alpha"": 0.01, ""model__hidden_layer_sizes"": [32, 16], ""model__learning_rate_init"": 0.01}"
9,0,9,rbf,0.718188894654904,0.7321428571428572,7.873972799978219,0.0050540000083856285,84,"{""model__alpha"": 0.001, ""model__n_centers"": 32, ""model__width"": 1}"
9,0,9,svm_linear,0.818384514036688,0.8246753246753247,1.493144600011874,0.001693999976851046,84,"{""model__C"": 10}"
9,0,9,svm_unscaled,0.7713829690700267,0.7786796536796536,5.048185999999987,0.006399699981557205,84,"{""model__C"": 100, ""model__gamma"": ""scale""}"
10,1,0,centroid,0.37686823652296797,0.39404761904761904,0.004376199998660013,0.0018638000183273107,85,{}
10,1,0,knn,0.7171311162716623,0.719047619047619,0.006177199975354597,0.013063100021099672,85,{}
10,1,0,svm,0.8603896103896105,0.8603896103896105,4.032252199976938,0.004579800006467849,85,"{""model__C"": 100, ""model__gamma"": 0.01}"
10,1,0,mlp,0.7841591033080395,0.79004329004329,5.802412299992284,0.0010937000042758882,85,"{""model__alpha"": 0.01, ""model__hidden_layer_sizes"": [32], ""model__learning_rate_init"": 0.01}"
10,1,0,rbf,0.7307437046113004,0.7440476190476191,8.157155399996554,0.0031670999887865037,85,"{""model__alpha"": 0.001, ""model__n_centers"": 32, ""model__width"": 1}"
10,1,0,svm_linear,0.7493993993993995,0.7537337662337662,1.811673799995333,0.002287699986482039,85,"{""model__C"": 100}"
10,1,0,svm_unscaled,0.7743577075098814,0.7786796536796536,4.827051500004018,0.005584500002441928,85,"{""model__C"": 100, ""model__gamma"": ""scale""}"
11,1,1,centroid,0.47736314061407925,0.50254329004329,0.004286399984266609,0.0013532000011764467,85,{}
11,1,1,knn,0.6850798342203802,0.6957792207792208,0.007783299981383607,0.009532900003250688,85,{}
11,1,1,svm,0.8580530918945553,0.8603354978354978,3.663680599973304,0.004030200012493879,85,"{""model__C"": 100, ""model__gamma"": 0.01}"
11,1,1,mlp,0.7819577624936573,0.789448051948052,4.400101400009589,0.0017027999856509268,85,"{""model__alpha"": 0.01, ""model__hidden_layer_sizes"": [32], ""model__learning_rate_init"": 0.01}"
11,1,1,rbf,0.7286725501011215,0.7406385281385282,9.884082699980354,0.003272300004027784,85,"{""model__alpha"": 0.001, ""model__n_centers"": 32, ""model__width"": 1}"
11,1,1,svm_linear,0.762506781918173,0.7667207792207793,2.721125000010943,0.004570500022964552,85,"{""model__C"": 10}"
11,1,1,svm_unscaled,0.7066905316905318,0.7196428571428571,6.076565099996515,0.004441400000359863,85,"{""model__C"": 100, ""model__gamma"": ""scale""}"
12,1,2,centroid,0.41811664850605035,0.4435064935064935,0.0049159000045619905,0.0014093999925535172,85,{}
12,1,2,knn,0.6911142152421224,0.7066558441558441,0.0067817000090144575,0.012020099995424971,85,{}
12,1,2,svm,0.821188630490956,0.8252164502164503,3.6307253999984823,0.00688650002120994,85,"{""model__C"": 100, ""model__gamma"": 0.01}"
12,1,2,mlp,0.7673473869126043,0.7770021645021645,5.116828500002157,0.004886999988229945,85,"{""model__alpha"": 0.01, ""model__hidden_layer_sizes"": [16], ""model__learning_rate_init"": 0.01}"
12,1,2,rbf,0.7313880941840003,0.7451298701298701,7.668821400002344,0.0034659000230021775,85,"{""model__alpha"": 0.001, ""model__n_centers"": 32, ""model__width"": 1}"
12,1,2,svm_linear,0.7958566296626421,0.8024891774891775,1.7293019999924581,0.0024747000134084374,85,"{""model__C"": 10}"
12,1,2,svm_unscaled,0.7430862680862681,0.7548701298701299,4.917737300012959,0.004618799983290955,85,"{""model__C"": 100, ""model__gamma"": ""scale""}"
13,1,3,centroid,0.550432319618366,0.5689935064935064,0.008478000003378838,0.003611099993577227,85,{}
13,1,3,knn,0.7226913248652379,0.7310064935064935,0.007316599978366867,0.010475399991264567,85,{}
13,1,3,svm,0.8698579261540124,0.8716991341991343,3.515492600010475,0.003488899994408712,85,"{""model__C"": 100, ""model__gamma"": 0.01}"
13,1,3,mlp,0.8106984478935698,0.8127164502164501,4.7345512000028975,0.0015094999980647117,85,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [32], ""model__learning_rate_init"": 0.01}"
13,1,3,rbf,0.7821507760532151,0.7911255411255411,8.07209060000605,0.0027774999907705933,85,"{""model__alpha"": 0.001, ""model__n_centers"": 32, ""model__width"": 1}"
13,1,3,svm_linear,0.8484143763213531,0.8472943722943723,1.4641227999818511,0.002814900013618171,85,"{""model__C"": 1}"
13,1,3,svm_unscaled,0.7861788617886178,0.7883116883116883,5.339135199988959,0.003863599995383993,85,"{""model__C"": 100, ""model__gamma"": ""scale""}"
14,1,4,centroid,0.4470668403595233,0.4662337662337662,0.011517399980220944,0.0034749000042211264,85,{}
14,1,4,knn,0.6014190821256038,0.6062770562770563,0.005000700009986758,0.010087699978612363,85,{}
14,1,4,svm,0.8249746707193515,0.8295454545454546,3.5674511000106577,0.004737299983389676,85,"{""model__C"": 100, ""model__gamma"": 0.01}"
14,1,4,mlp,0.7884615384615384,0.7954545454545454,5.0349403000145685,0.004875799990259111,85,"{""model__alpha"": 0.01, ""model__hidden_layer_sizes"": [16], ""model__learning_rate_init"": 0.01}"
14,1,4,rbf,0.7130248273186447,0.7267316017316017,7.925960200023837,0.002052800002275035,85,"{""model__alpha"": 0.001, ""model__n_centers"": 32, ""model__width"": 1}"
14,1,4,svm_linear,0.7397269397269397,0.7494588744588744,1.9677303000062238,0.002679999975953251,85,"{""model__C"": 10}"
14,1,4,svm_unscaled,0.7178244051320317,0.7386363636363636,5.230253500019899,0.006695799995213747,85,"{""model__C"": 100, ""model__gamma"": ""scale""}"
15,1,5,centroid,0.42237221842485,0.44242424242424244,0.006929600000148639,0.0021815999934915453,85,{}
15,1,5,knn,0.7414221269125212,0.7477272727272727,0.004513799998676404,0.010867099976167083,85,{}
15,1,5,svm,0.8400012604777211,0.8403679653679654,4.081627700012177,0.006073299999115989,85,"{""model__C"": 100, ""model__gamma"": 0.01}"
15,1,5,mlp,0.7037124060150375,0.7153679653679653,5.160466600005748,0.003999900014605373,85,"{""model__alpha"": 0.01, ""model__hidden_layer_sizes"": [32], ""model__learning_rate_init"": 0.01}"
15,1,5,rbf,0.7159122278687495,0.7380952380952381,7.399072599975625,0.00291880001896061,85,"{""model__alpha"": 0.001, ""model__n_centers"": 32, ""model__width"": 1}"
15,1,5,svm_linear,0.7946220446220447,0.7926406926406926,1.933403700008057,0.0030574999982491136,85,"{""model__C"": 10}"
15,1,5,svm_unscaled,0.7525978220745664,0.7608225108225108,5.162691999983508,0.006743400008417666,85,"{""model__C"": 100, ""model__gamma"": ""scale""}"
16,1,6,centroid,0.40895918115673946,0.41948051948051945,0.007417400018312037,0.0013657000090461224,84,{}
16,1,6,knn,0.7057583226724266,0.7136363636363636,0.0054438000079244375,0.012706499983323738,84,{}
16,1,6,svm,0.8434430959142127,0.8451839826839826,3.7760895999963395,0.0034103999787475914,84,"{""model__C"": 100, ""model__gamma"": 0.01}"
16,1,6,mlp,0.718188894654904,0.725,4.543227100017248,0.001795399992261082,84,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [32], ""model__learning_rate_init"": 0.01}"
16,1,6,rbf,0.6901371977206153,0.7017316017316018,9.994966700003715,0.002961899997899309,84,"{""model__alpha"": 0.001, ""model__n_centers"": 32, ""model__width"": 1}"
16,1,6,svm_linear,0.8282868234087746,0.8333333333333333,2.3777040999848396,0.0018244000093545765,84,"{""model__C"": 10}"
16,1,6,svm_unscaled,0.7496808523097704,0.7619047619047619,5.244791699980851,0.0038579000101890415,84,"{""model__C"": 100, ""model__gamma"": ""scale""}"
17,1,7,centroid,0.49788735673744877,0.5154761904761904,0.006158500007586554,0.001587100006872788,84,{}
17,1,7,knn,0.7043168527379053,0.7130952380952381,0.008228199993027374,0.013172599981771782,84,{}
17,1,7,svm,0.8786549707602339,0.8809523809523809,3.7170623000129126,0.003794300020672381,84,"{""model__C"": 100, ""model__gamma"": ""scale""}"
17,1,7,mlp,0.7043624862773799,0.7148268398268398,5.785700700012967,0.0018862000142689794,84,"{""model__alpha"": 0.01, ""model__hidden_layer_sizes"": [32, 16], ""model__learning_rate_init"": 0.01}"
17,1,7,rbf,0.7630556648308419,0.7857142857142857,7.4437214999925345,0.0026584999868646264,84,"{""model__alpha"": 0.001, ""model__n_centers"": 32, ""model__width"": 1}"
17,1,7,svm_linear,0.7891560132059281,0.7862012987012987,1.473134800005937,0.002238099987152964,84,"{""model__C"": 10}"
17,1,7,svm_unscaled,0.7613717457380732,0.7738095238095238,5.048655899998266,0.00623449997510761,84,"{""model__C"": 100, ""model__gamma"": ""scale""}"
18,1,8,centroid,0.3707139794168096,0.398538961038961,0.00481670000590384,0.0017136000096797943,84,{}
18,1,8,knn,0.676174130979623,0.6778679653679653,0.013678499992238358,0.017723599972669035,84,{}
18,1,8,svm,0.7719171072829609,0.7754329004329004,3.582895200001076,0.0034048999950755388,84,"{""model__C"": 100, ""model__gamma"": 0.01}"
18,1,8,mlp,0.7831268712141499,0.7873376623376623,6.324147700011963,0.003288699983386323,84,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [32, 16], ""model__learning_rate_init"": 0.01}"
18,1,8,rbf,0.688967531738007,0.704004329004329,10.765468199999304,0.0030445999873336405,84,"{""model__alpha"": 0.001, ""model__n_centers"": 32, ""model__width"": 1}"
18,1,8,svm_linear,0.7695887445887446,0.7737554112554113,1.625891200004844,0.002067500026896596,84,"{""model__C"": 10}"
18,1,8,svm_unscaled,0.790311273773432,0.7970238095238096,4.919856200023787,0.0038727000064682215,84,"{""model__C"": 100, ""model__gamma"": ""scale""}"
19,1,9,centroid,0.42565917329373837,0.46701982228298017,0.005994000006467104,0.002432299981592223,84,{}
19,1,9,knn,0.7697449724750028,0.7635566188197767,0.00810289999935776,0.012292100000195205,84,{}
19,1,9,svm,0.8718022769073414,0.8715823650034177,3.6557286999886855,0.008241400006227195,84,"{""model__C"": 100, ""model__gamma"": 0.01}"
19,1,9,mlp,0.81982101216361,0.8252164502164503,5.15865379999741,0.0014587999903596938,84,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [32], ""model__learning_rate_init"": 0.01}"
19,1,9,rbf,0.7249325442593273,0.7429653679653679,7.638266800000565,0.005490999988978729,84,"{""model__alpha"": 0.001, ""model__n_centers"": 32, ""model__width"": 1}"
19,1,9,svm_linear,0.8133571854502087,0.8143939393939393,1.7208438999950886,0.0016721999854780734,84,"{""model__C"": 10}"
19,1,9,svm_unscaled,0.706158896183376,0.7207792207792207,4.816471300000558,0.003770300012547523,84,"{""model__C"": 100, ""model__gamma"": ""scale""}"
20,2,0,centroid,0.41490127397845744,0.4570887445887446,0.018847100000130013,0.0033107000053860247,85,{}
20,2,0,knn,0.7218478353463187,0.7183982683982684,0.009260499995434657,0.00956229999428615,85,{}
20,2,0,svm,0.7882571534745448,0.7883116883116883,3.8865978000103496,0.004375999997137114,85,"{""model__C"": 100, ""model__gamma"": 0.01}"
20,2,0,mlp,0.8116937974080831,0.8099025974025974,5.146536299987929,0.0022508999973069876,85,"{""model__alpha"": 0.01, ""model__hidden_layer_sizes"": [32, 16], ""model__learning_rate_init"": 0.01}"
20,2,0,rbf,0.698311184939092,0.7088203463203464,8.069034599990118,0.0018242000078316778,85,"{""model__alpha"": 0.001, ""model__n_centers"": 32, ""model__width"": 1}"
20,2,0,svm_linear,0.720855694692904,0.7195346320346321,1.999522900005104,0.001736099977279082,85,"{""model__C"": 100}"
20,2,0,svm_unscaled,0.6925659029317566,0.6979978354978356,4.915003200003412,0.004979099991032854,85,"{""model__C"": 100, ""model__gamma"": ""scale""}"
21,2,1,centroid,0.42407407407407405,0.44177489177489176,0.005719699984183535,0.0021455000096466392,85,{}
21,2,1,knn,0.710765042451089,0.7185064935064935,0.0065627000003587455,0.013481900008628145,85,{}
21,2,1,svm,0.8592610121963496,0.8591991341991342,3.550786200008588,0.005448399984743446,85,"{""model__C"": 100, ""model__gamma"": 0.01}"
21,2,1,mlp,0.7542826572179946,0.7547619047619047,4.540983399987454,0.002539200009778142,85,"{""model__alpha"": 0.01, ""model__hidden_layer_sizes"": [32, 16], ""model__learning_rate_init"": 0.01}"
21,2,1,rbf,0.6707966281137012,0.6838203463203463,7.76581690000603,0.0026925000129267573,85,"{""model__alpha"": 0.001, ""model__n_centers"": 32, ""model__width"": 1}"
21,2,1,svm_linear,0.802431289640592,0.8012987012987013,1.5670498000108637,0.0017593000084161758,85,"{""model__C"": 10}"
21,2,1,svm_unscaled,0.746765411590993,0.7559523809523809,4.891225500003202,0.003627700003562495,85,"{""model__C"": 100, ""model__gamma"": ""scale""}"
22,2,2,centroid,0.3270712046574116,0.37537878787878787,0.006162200006656349,0.002369399997405708,85,{}
22,2,2,knn,0.6661817096599705,0.65995670995671,0.007681099988985807,0.011691000021528453,85,{}
22,2,2,svm,0.8451650652870164,0.8484848484848484,3.5445662999991328,0.0031698999810032547,85,"{""model__C"": 100, ""model__gamma"": 0.01}"
22,2,2,mlp,0.742848887785825,0.7543290043290043,5.134071499982383,0.004511200007982552,85,"{""model__alpha"": 0.01, ""model__hidden_layer_sizes"": [32, 16], ""model__learning_rate_init"": 0.01}"
22,2,2,rbf,0.7664311878597594,0.7792207792207793,7.699176900001476,0.003866100014420226,85,"{""model__alpha"": 0.001, ""model__n_centers"": 32, ""model__width"": 1}"
22,2,2,svm_linear,0.8250494071146245,0.8252164502164503,2.725264499982586,0.004065899993292987,85,"{""model__C"": 10}"
22,2,2,svm_unscaled,0.7415460351691048,0.7531926406926406,4.684370100003434,0.0037854999827686697,85,"{""model__C"": 100, ""model__gamma"": ""scale""}"
23,2,3,centroid,0.46348039215686276,0.4775974025974026,0.005369599995901808,0.0014689999807160348,85,{}
23,2,3,knn,0.6169172932330826,0.6242424242424243,0.008294500003103167,0.009384200006024912,85,{}
23,2,3,svm,0.8369256948383437,0.8376623376623377,4.083239899977343,0.005229900008998811,85,"{""model__C"": 100, ""model__gamma"": 0.01}"
23,2,3,mlp,0.8653310104529617,0.8701298701298701,8.65497570001753,0.0010813999979291111,85,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [32, 16], ""model__learning_rate_init"": 0.01}"
23,2,3,rbf,0.6941949884685834,0.7104978354978355,8.203471499989973,0.002477700007148087,85,"{""model__alpha"": 0.001, ""model__n_centers"": 32, ""model__width"": 1}"
23,2,3,svm_linear,0.7801890690610203,0.7792207792207791,1.269579000014346,0.0016062000067904592,85,"{""model__C"": 10}"
23,2,3,svm_unscaled,0.7661616161616163,0.7803030303030303,3.7995276000001468,0.004535499989287928,85,"{""model__C"": 100, ""model__gamma"": ""scale""}"
24,2,4,centroid,0.4362827801210343,0.45211038961038963,0.004304200003389269,0.001361300004646182,85,{}
24,2,4,knn,0.7153455284552845,0.725,0.006097499979659915,0.00989870002376847,85,{}
24,2,4,svm,0.8617236024844721,0.8625,3.0887982999847736,0.003370799997355789,85,"{""model__C"": 100, ""model__gamma"": 0.01}"
24,2,4,mlp,0.6913550691594468,0.7142316017316017,3.9361883999954443,0.0019356999837327749,85,"{""model__alpha"": 0.01, ""model__hidden_layer_sizes"": [32, 16], ""model__learning_rate_init"": 0.01}"
24,2,4,rbf,0.7423032469843585,0.7613636363636364,6.879309899988584,0.002655299991602078,85,"{""model__alpha"": 0.001, ""model__n_centers"": 32, ""model__width"": 1}"
24,2,4,svm_linear,0.8502757901013716,0.8511363636363636,1.3183248999994248,0.001504699990618974,85,"{""model__C"": 10}"
24,2,4,svm_unscaled,0.731354765492735,0.725108225108225,3.7485611000156496,0.00541529999463819,85,"{""model__C"": 10, ""model__gamma"": 0.001}"
25,2,5,centroid,0.4952264048008729,0.4963203463203463,0.004144300008192658,0.0016699999978300184,85,{}
25,2,5,knn,0.754064375340971,0.7602272727272728,0.005351400002837181,0.008976099983556196,85,{}
25,2,5,svm,0.8395833333333333,0.8409090909090908,2.9296205999853555,0.003782700019655749,85,"{""model__C"": 100, ""model__gamma"": 0.01}"
25,2,5,mlp,0.7124400147655962,0.7159090909090909,5.159139099996537,0.0012280000082682818,85,"{""model__alpha"": 0.01, ""model__hidden_layer_sizes"": [32, 16], ""model__learning_rate_init"": 0.01}"
25,2,5,rbf,0.736527293844367,0.75,7.7000472000218,0.002520899986848235,85,"{""model__alpha"": 0.001, ""model__n_centers"": 32, ""model__width"": 1}"
25,2,5,svm_linear,0.778310276679842,0.7840909090909091,1.598535199998878,0.0018081999733112752,85,"{""model__C"": 10}"
25,2,5,svm_unscaled,0.7559523809523809,0.7613636363636364,4.037221399979899,0.0046033000107854605,85,"{""model__C"": 100, ""model__gamma"": ""scale""}"
26,2,6,centroid,0.44493839493839493,0.4569805194805195,0.005655900022247806,0.0015977000002749264,84,{}
26,2,6,knn,0.7393066348576316,0.7499458874458875,0.006992300011916086,0.009884900005999953,84,{}
26,2,6,svm,0.8808848553601816,0.8814935064935066,2.9691862000036053,0.0036091000074520707,84,"{""model__C"": 100, ""model__gamma"": ""scale""}"
26,2,6,mlp,0.7379669394700591,0.7385822510822511,4.72065279999515,0.001209900015965104,84,"{""model__alpha"": 0.01, ""model__hidden_layer_sizes"": [32, 16], ""model__learning_rate_init"": 0.01}"
26,2,6,rbf,0.7526471389115805,0.7624458874458875,7.28634679998504,0.001891699997941032,84,"{""model__alpha"": 0.001, ""model__n_centers"": 32, ""model__width"": 1}"
26,2,6,svm_linear,0.795510876046771,0.7970238095238096,1.5899529000162147,0.002267300005769357,84,"{""model__C"": 1}"
26,2,6,svm_unscaled,0.7948815073815074,0.7970238095238096,3.9493625999893993,0.004644300002837554,84,"{""model__C"": 100, ""model__gamma"": ""scale""}"
27,2,7,centroid,0.42313925112483797,0.44561688311688313,0.006076299992855638,0.0015405000012833625,84,{}
27,2,7,knn,0.680661306008207,0.6898268398268398,0.006255399988731369,0.009979099995689467,84,{}
27,2,7,svm,0.8390504423113119,0.8457792207792207,3.74555419999524,0.0039594999980181456,84,"{""model__C"": 100, ""model__gamma"": 0.01}"
